,Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Sex,Deaths,admissions,Age Group,Addicts(Age Group),Therapy_Cost,Real_Households_Income,Household_Expenditure_Tobacco
27069,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.601402334583733,8600.0,25-34,30,57520,192.5,15879.0
27071,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Male,7.601402334583733,6700.0,25-34,30,57520,192.5,15879.0
27072,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.8636512654486515,12079.0,25-34,30,57520,192.5,15879.0
27073,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.8636512654486515,7500.0,25-34,30,57520,192.5,15879.0
27074,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.8636512654486515,9266.0,25-34,30,57520,192.5,15879.0
27075,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.8636512654486515,5900.0,25-34,30,57520,192.5,15879.0
27076,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.8636512654486515,2813.0,25-34,30,57520,192.5,15879.0
27077,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Male,7.8636512654486515,1600.0,25-34,30,57520,192.5,15879.0
27085,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.55250788703459,11800.0,25-34,30,57520,192.5,15879.0
27086,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.55250788703459,11875.0,25-34,30,57520,192.5,15879.0
27087,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.55250788703459,6300.0,25-34,30,57520,192.5,15879.0
27088,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.55250788703459,11620.0,25-34,30,57520,192.5,15879.0
27089,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Male,6.55250788703459,5500.0,25-34,30,57520,192.5,15879.0
27129,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.432940092739179,17415.0,25-34,25,57520,192.5,15879.0
27130,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.432940092739179,11700.0,25-34,25,57520,192.5,15879.0
27131,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.432940092739179,12464.0,25-34,25,57520,192.5,15879.0
27132,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.432940092739179,9200.0,25-34,25,57520,192.5,15879.0
27133,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.432940092739179,4951.0,25-34,25,57520,192.5,15879.0
27134,2008,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Female,6.432940092739179,2500.0,25-34,25,57520,192.5,15879.0
27142,2008,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.621684998724611,22400.0,25-34,25,57520,192.5,15879.0
27144,2008,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.621684998724611,16800.0,25-34,25,57520,192.5,15879.0
27145,2008,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.621684998724611,9036.0,25-34,25,57520,192.5,15879.0
27146,2008,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.621684998724611,5600.0,25-34,25,57520,192.5,15879.0
27147,2008,C53,Cervical,Cancers which can be caused by smoking,Female,6.565264970035361,7118.0,25-34,25,57520,192.5,15879.0
27148,2008,C53,Cervical,Cancers which can be caused by smoking,Female,6.565264970035361,900.0,25-34,25,57520,192.5,15879.0
27151,2008,C53,Cervical,Cancers which can be caused by smoking,Female,6.565264970035361,7117.0,25-34,25,57520,192.5,15879.0
27152,2008,C53,Cervical,Cancers which can be caused by smoking,Female,6.565264970035361,900.0,25-34,25,57520,192.5,15879.0
27157,2008,C67,Bladder,Cancers which can be caused by smoking,Female,7.268920128193722,19678.0,25-34,25,57520,192.5,15879.0
27158,2008,C67,Bladder,Cancers which can be caused by smoking,Female,7.268920128193722,6000.0,25-34,25,57520,192.5,15879.0
27159,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.113956109566034,12943.0,25-34,25,57520,192.5,15879.0
27160,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.113956109566034,3400.0,25-34,25,57520,192.5,15879.0
27161,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.113956109566034,8424.0,25-34,25,57520,192.5,15879.0
27162,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.113956109566034,3000.0,25-34,25,57520,192.5,15879.0
27163,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.113956109566034,4519.0,25-34,25,57520,192.5,15879.0
27164,2008,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Female,7.113956109566034,400.0,25-34,25,57520,192.5,15879.0
27165,2008,C16,Stomach,Cancers which can be caused by smoking,Female,7.363913501405819,21844.0,25-34,25,57520,192.5,15879.0
27166,2008,C16,Stomach,Cancers which can be caused by smoking,Female,7.363913501405819,4900.0,25-34,25,57520,192.5,15879.0
27167,2008,C16,Stomach,Cancers which can be caused by smoking,Female,7.363913501405819,15643.0,25-34,25,57520,192.5,15879.0
27168,2008,C16,Stomach,Cancers which can be caused by smoking,Female,7.363913501405819,4100.0,25-34,25,57520,192.5,15879.0
27169,2008,C16,Stomach,Cancers which can be caused by smoking,Female,7.363913501405819,6201.0,25-34,25,57520,192.5,15879.0
27170,2008,C16,Stomach,Cancers which can be caused by smoking,Female,7.363913501405819,800.0,25-34,25,57520,192.5,15879.0
27171,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,8.111328003286733,22308.0,25-34,25,57520,192.5,15879.0
27172,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,8.111328003286733,5600.0,25-34,25,57520,192.5,15879.0
27173,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,8.111328003286733,11237.0,25-34,25,57520,192.5,15879.0
27174,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,8.111328003286733,2600.0,25-34,25,57520,192.5,15879.0
27175,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,8.111328003286733,11071.0,25-34,25,57520,192.5,15879.0
27176,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,8.111328003286733,2900.0,25-34,25,57520,192.5,15879.0
27184,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.866933284461882,6100.0,25-34,25,57520,192.5,15879.0
27185,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.866933284461882,19862.0,25-34,25,57520,192.5,15879.0
27186,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.866933284461882,4600.0,25-34,25,57520,192.5,15879.0
27187,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.866933284461882,14512.0,25-34,25,57520,192.5,15879.0
27188,2008,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Female,6.866933284461882,1400.0,25-34,25,57520,192.5,15879.0
27189,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.202535517187923,6279.0,25-34,25,57520,192.5,15879.0
27190,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.202535517187923,5400.0,25-34,25,57520,192.5,15879.0
27191,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.202535517187923,3383.0,25-34,25,57520,192.5,15879.0
27192,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.202535517187923,3000.0,25-34,25,57520,192.5,15879.0
27193,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.202535517187923,2896.0,25-34,25,57520,192.5,15879.0
27194,2008,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Female,6.202535517187923,2400.0,25-34,25,57520,192.5,15879.0
27220,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.328437352895162,7400.0,25-34,25,57520,192.5,15879.0
27222,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.328437352895162,4200.0,25-34,25,57520,192.5,15879.0
27223,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.328437352895162,16803.0,25-34,25,57520,192.5,15879.0
27224,2008,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Female,7.328437352895162,3200.0,25-34,25,57520,192.5,15879.0
27231,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.929846429742503,12079.0,25-34,25,57520,192.5,15879.0
27232,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.929846429742503,7500.0,25-34,25,57520,192.5,15879.0
27233,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.929846429742503,9266.0,25-34,25,57520,192.5,15879.0
27234,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.929846429742503,5900.0,25-34,25,57520,192.5,15879.0
27235,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.929846429742503,2813.0,25-34,25,57520,192.5,15879.0
27236,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.929846429742503,1600.0,25-34,25,57520,192.5,15879.0
27244,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.24422751560335,11800.0,25-34,25,57520,192.5,15879.0
27245,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.24422751560335,11875.0,25-34,25,57520,192.5,15879.0
27246,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.24422751560335,6300.0,25-34,25,57520,192.5,15879.0
27247,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.24422751560335,11620.0,25-34,25,57520,192.5,15879.0
27248,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,7.24422751560335,5500.0,25-34,25,57520,192.5,15879.0
27274,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Female,6.55250788703459,17600.0,25-34,25,57520,192.5,15879.0
27276,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Female,6.55250788703459,8800.0,25-34,25,57520,192.5,15879.0
27278,2008,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Female,6.55250788703459,8800.0,25-34,25,57520,192.5,15879.0
27298,2008,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.170888478512505,22400.0,25-34,25,57520,192.5,15879.0
27300,2008,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.170888478512505,16800.0,25-34,25,57520,192.5,15879.0
27301,2008,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.170888478512505,9036.0,25-34,25,57520,192.5,15879.0
27302,2008,C15,Oesophagus,Cancers which can be caused by smoking,Female,7.170888478512505,5600.0,25-34,25,57520,192.5,15879.0
27327,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,22308.0,25-34,25,57520,192.5,15879.0
27328,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,5600.0,25-34,25,57520,192.5,15879.0
27329,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,11237.0,25-34,25,57520,192.5,15879.0
27330,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,2600.0,25-34,25,57520,192.5,15879.0
27331,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,11071.0,25-34,25,57520,192.5,15879.0
27332,2008,C25,Pancreas,Cancers which can be caused by smoking,Female,6.803505257608338,2900.0,25-34,25,57520,192.5,15879.0
27333,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Female,7.00397413672268,11588.0,25-34,25,57520,192.5,15879.0
27334,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Female,7.00397413672268,4200.0,25-34,25,57520,192.5,15879.0
27335,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Female,7.00397413672268,4996.0,25-34,25,57520,192.5,15879.0
27336,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Female,7.00397413672268,2700.0,25-34,25,57520,192.5,15879.0
27337,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Female,7.00397413672268,6592.0,25-34,25,57520,192.5,15879.0
27338,2008,C80,Unspecified Site,Cancers which can be caused by smoking,Female,7.00397413672268,1500.0,25-34,25,57520,192.5,15879.0
27360,2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Female,7.783640596221253,15000.0,25-34,25,57520,192.5,15879.0
27362,2008,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Female,7.783640596221253,11000.0,25-34,25,57520,192.5,15879.0
27368,2008,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Female,7.313886831633462,12100.0,25-34,25,57520,192.5,15879.0
27374,2008,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Female,8.160803920954665,19700.0,25-34,25,57520,192.5,15879.0
27382,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Female,7.313886831633462,15300.0,25-34,25,57520,192.5,15879.0
27384,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Female,7.313886831633462,8600.0,25-34,25,57520,192.5,15879.0
27386,2008,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Female,7.313886831633462,6700.0,25-34,25,57520,192.5,15879.0
27387,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,12079.0,25-34,25,57520,192.5,15879.0
27388,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,7500.0,25-34,25,57520,192.5,15879.0
27389,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,9266.0,25-34,25,57520,192.5,15879.0
27390,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,5900.0,25-34,25,57520,192.5,15879.0
27391,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,2813.0,25-34,25,57520,192.5,15879.0
27392,2008,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Female,7.3783837129967145,1600.0,25-34,25,57520,192.5,15879.0
27400,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,6.55250788703459,11800.0,25-34,25,57520,192.5,15879.0
27401,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,6.55250788703459,11875.0,25-34,25,57520,192.5,15879.0
27402,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,6.55250788703459,6300.0,25-34,25,57520,192.5,15879.0
27403,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,6.55250788703459,11620.0,25-34,25,57520,192.5,15879.0
27404,2008,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Female,6.55250788703459,5500.0,25-34,25,57520,192.5,15879.0
27444,2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.410347097821024,15722.0,25-34,26,61479,195.9,15766.0
27445,2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.410347097821024,10500.0,25-34,26,61479,195.9,15766.0
27446,2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.410347097821024,11013.0,25-34,26,61479,195.9,15766.0
27447,2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.410347097821024,8100.0,25-34,26,61479,195.9,15766.0
27448,2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.410347097821024,4709.0,25-34,26,61479,195.9,15766.0
27449,2007,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Any,7.410347097821024,2400.0,25-34,26,61479,195.9,15766.0
27450,2007,C32,Larynx,Cancers which can be caused by smoking,Any,6.393590753950631,4528.0,25-34,26,61479,195.9,15766.0
27451,2007,C32,Larynx,Cancers which can be caused by smoking,Any,6.393590753950631,3700.0,25-34,26,61479,195.9,15766.0
27452,2007,C32,Larynx,Cancers which can be caused by smoking,Any,6.393590753950631,3778.0,25-34,26,61479,195.9,15766.0
27453,2007,C32,Larynx,Cancers which can be caused by smoking,Any,6.393590753950631,3100.0,25-34,26,61479,195.9,15766.0
27454,2007,C32,Larynx,Cancers which can be caused by smoking,Any,6.393590753950631,750.0,25-34,26,61479,195.9,15766.0
27455,2007,C32,Larynx,Cancers which can be caused by smoking,Any,6.393590753950631,600.0,25-34,26,61479,195.9,15766.0
27462,2007,C53,Cervical,Cancers which can be caused by smoking,Any,6.553933404025811,6588.0,25-34,26,61479,195.9,15766.0
27463,2007,C53,Cervical,Cancers which can be caused by smoking,Any,6.553933404025811,800.0,25-34,26,61479,195.9,15766.0
27466,2007,C53,Cervical,Cancers which can be caused by smoking,Any,6.553933404025811,6530.0,25-34,26,61479,195.9,15766.0
27467,2007,C53,Cervical,Cancers which can be caused by smoking,Any,6.553933404025811,800.0,25-34,26,61479,195.9,15766.0
27472,2007,C67,Bladder,Cancers which can be caused by smoking,Any,8.32457884513685,18884.0,25-34,26,61479,195.9,15766.0
